1,629.1666666666666,150370.83333,251.67,880.8366666666666
2,629.1666666666666,149741.66666,250.62,879.7866666666666
3,629.1666666666666,149112.49999,249.57,878.7366666666667
4,629.1666666666666,148483.33332,248.52,877.6866666666666
5,629.1666666666666,147854.16665,247.47,876.6366666666667
6,629.1666666666666,147224.99998,246.42,875.5866666666666
7,629.1666666666666,146595.83331,245.37,874.5366666666666
8,629.1666666666666,145966.66664,244.33,873.4966666666667
9,629.1666666666666,145337.49997,243.28,872.4466666666666
10,629.1666666666666,144708.3333,242.23,871.3966666666666
11,629.1666666666666,144079.16663,241.18,870.3466666666666
12,629.1666666666666,143449.99996,240.13,869.2966666666666
13,629.1666666666666,142820.83329,239.08,868.2466666666667
14,629.1666666666666,142191.66662,238.03,867.1966666666666
15,629.1666666666666,141562.49995,236.99,866.1566666666666
16,629.1666666666666,140933.33328,235.94,865.1066666666666
17,629.1666666666666,140304.16661,234.89,864.0566666666666
18,629.1666666666666,139674.99994,233.84,863.0066666666667
19,629.1666666666666,139045.83327,232.79,861.9566666666666
20,629.1666666666666,138416.6666,231.74,860.9066666666666
21,629.1666666666666,137787.49993,230.69,859.8566666666666
22,629.1666666666666,137158.33326,229.65,858.8166666666666
23,629.1666666666666,136529.16659,228.6,857.7666666666667
24,629.1666666666666,135899.99992,227.55,856.7166666666667
25,629.1666666666666,135270.83325,226.5,855.6666666666666
26,629.1666666666666,134641.66658,225.45,854.6166666666666
27,629.1666666666666,134012.49991,224.4,853.5666666666666
28,629.1666666666666,133383.33324,223.35,852.5166666666667
29,629.1666666666666,132754.16657,222.31,851.4766666666667
30,629.1666666666666,132124.9999,221.26,850.4266666666666
31,629.1666666666666,131495.83323,220.21,849.3766666666667
32,629.1666666666666,130866.66656,219.16,848.3266666666666
33,629.1666666666666,130237.49989,218.11,847.2766666666666
34,629.1666666666666,129608.33322,217.06,846.2266666666667
35,629.1666666666666,128979.16655,216.01,845.1766666666666
36,629.1666666666666,128349.99988,214.97,844.1366666666667
37,629.1666666666666,127720.83321,213.92,843.0866666666666
38,629.1666666666666,127091.66654,212.87,842.0366666666666
39,629.1666666666666,126462.49987,211.82,840.9866666666667
40,629.1666666666666,125833.3332,210.77,839.9366666666666
41,629.1666666666666,125204.16653,209.72,838.8866666666667
42,629.1666666666666,124574.99986,208.67,837.8366666666666
43,629.1666666666666,123945.83319,207.62,836.7866666666666
44,629.1666666666666,123316.66652,206.58,835.7466666666667
45,629.1666666666666,122687.49985,205.53,834.6966666666666
46,629.1666666666666,122058.33318,204.48,833.6466666666666
47,629.1666666666666,121429.16651,203.43,832.5966666666666
48,629.1666666666666,120799.99984,202.38,831.5466666666666
49,629.1666666666666,120170.83317,201.33,830.4966666666667
50,629.1666666666666,119541.6665,200.28,829.4466666666666
51,629.1666666666666,118912.49983,199.24,828.4066666666666
52,629.1666666666666,118283.33316,198.19,827.3566666666666
53,629.1666666666666,117654.16649,197.14,826.3066666666666
54,629.1666666666666,117024.99982,196.09,825.2566666666667
55,629.1666666666666,116395.83315,195.04,824.2066666666666
56,629.1666666666666,115766.66648,193.99,823.1566666666666
57,629.1666666666666,115137.49981,192.94,822.1066666666666
58,629.1666666666666,114508.33314,191.9,821.0666666666666
59,629.1666666666666,113879.16647,190.85,820.0166666666667
60,629.1666666666666,113249.9998,189.8,818.9666666666667
61,629.1666666666666,112620.83313,188.75,817.9166666666666
62,629.1666666666666,111991.66646,187.7,816.8666666666666
63,629.1666666666666,111362.49979,186.65,815.8166666666666
64,629.1666666666666,110733.33312,185.6,814.7666666666667
65,629.1666666666666,110104.16645,184.56,813.7266666666667
66,629.1666666666666,109474.99978,183.51,812.6766666666666
